vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
28.3755,43.0675,-15.4441,820,-25,-25,1,-25,25,1,-99.9,-99.9,-1,25,25,1
-39.4936,-23.4317,17.6837,4152,-25,-25,4,-25,25,4,25,-25,2,-99.9,-99.9,-1
-21.7665,-25.4499,6.43606,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.7652,-3.79223,-12.9392,349775,-25,-25,211,-25,25,178,25,-25,418,25,25,399
-22.2698,-43.9061,1.177,41,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-24.4263,35.868,8.79207,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.24032,18.6871,17.685,475,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.0516,-14.4886,20.2301,114919,-25,-25,73,-25,25,61,25,-25,67,25,25,32
34.7566,-9.30764,-23.4508,467,-99.9,-99.9,-1,-25,25,1,25,-25,1,-99.9,-99.9,-1
-4.12724,0.604825,-18.3037,31028,-25,-25,46,-25,25,34,25,-25,27,25,25,24
-37.789,5.94377,9.17626,7959,-25,-25,3,-25,25,6,25,-25,10,25,25,2
36.6954,11.3606,-24.8873,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
40.5098,34.9757,23.5737,75,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-34.3745,-16.745,-17.3818,630668,-25,-25,739,-25,25,411,25,-25,464,25,25,296
10.7807,25.4332,18.8886,1212,-25,-25,1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
23.6782,-11.1972,1.90463,1019,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,2,25,25,2
12.7326,-25.6193,23.3327,51,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-27.4299,1.28452,-19.8826,12824,-25,-25,15,-25,25,16,25,-25,9,25,25,2
26.6984,-38.1404,20.2499,111411,-25,-25,83,-25,25,53,25,-25,112,25,25,58
39.055,13.0754,-20.4095,137,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,2,-99.9,-99.9,-1
-0.423928,28.8968,-13.5259,26638,-25,-25,17,-25,25,32,25,-25,10,25,25,36
-0.474129,27.8783,10.917,109,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-39.2425,21.0443,2.86862,104,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
0.758114,-41.7112,24.0964,3181,-25,-25,2,-25,25,1,25,-25,1,25,25,1
-27.6602,25.7045,16.0548,112996,-25,-25,90,-25,25,419,25,-25,50,25,25,63
-18.0126,-13.2611,-10.8812,25899,-25,-25,31,-25,25,28,25,-25,17,25,25,16
-23.5713,-27.6428,14.8604,21215,-25,-25,108,-25,25,8,25,-25,8,25,25,7
